study_site,decade,year_first,year_last,log_area1_ci_2.5,log_area1_ci_50,log_area1_ci_97.5,log_area2_ci_2.5,log_area2_ci_50,log_area2_ci_97.5,trend_ci_2.5,trend_ci_50,trend_ci_97.5,area_change_ci_2.5,area_change_ci_50,area_change_ci_97.5,est_area1,est_area2,site_groupings,studyid,site,year,area,log_area,max_area,max_plus_0.1,apriori_cat,depth_cat,lh,lat_zone2,duration,lat,lon,dom_species,bioregion,site_duplication,decade_time_points,measurement_cat,tidied_drivers,att_method,bioregion_colours
X154_Northreef.Island,2000,2000,2007.99,1.3026753190194313,1.9493040095059355,2.5933850746756666,-0.3525035064260909,0.5281074392645287,1.469412132318277,-23.491255326589116,-16.248684365775084,-8.505319578720819,-10.657996551363006,-5.277267594787352,-2.285202008989522,7.02379738281044,1.6957200167266002,154,154,Northreef Island,1996,18,2.9856819377004897,18,19.8,decrease,mixed,other,Tropical,11,13.08791944,92.70089722,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X174_Ba.Province,1990,1992,1999.99,3.9301817340053242,4.4123521359953735,4.84994820249342,3.9190325091628653,4.384939168413299,4.8266048154173395,-0.827566855777667,-0.3066712541466343,0.26306206031126295,-6.038873184815907,-1.8857513198108755,1.8217430345142662,82.46320022887043,80.23334234292595,174,174,Ba Province,1992,57.51,4.1472690255299876,98.11,103.861,none,mixed,other,Tropical,15,-17.44710833,177.6483111,none specified,Tropical Indo-Pacific,no,2,satellite,coastal development; nutrients; sedimentation,"inferential, visual",#E6AB02
X174_Ba.Province,2000,2000,2007.99,3.9190003327673875,4.384897392260861,4.826537018895048,3.8903150307557737,4.3605704064833,4.801067287030062,-0.8291283325263449,-0.3052314223714936,0.2640607453234975,-5.659521084878524,-1.845028815840486,1.8653795116616867,80.22999057259815,78.30178553335443,174,174,Ba Province,1992,57.51,4.1472690255299876,98.11,103.861,none,mixed,other,Tropical,15,-17.44710833,177.6483111,none specified,Tropical Indo-Pacific,no,2,satellite,coastal development; nutrients; sedimentation,"inferential, visual",#E6AB02
X182_Agathi,2000,2000,2007.99,5.314093884706801,5.956281092265215,6.5546873576965865,5.3025487081815355,5.9293652585593195,6.525528010265522,-0.8301462671832366,-0.30507388010462266,0.2643848528101094,-30.158068814348248,-8.650852092418177,8.960917039842665,386.1713150063245,375.91582872639106,182,182,Agathi,2000,440.29,6.147756504192472,440.29,467.66700000000003,none,subtidal,other,Tropical,7,10.84945833,72.17123611,none specified,Tropical Indo-Pacific,no,2,satellite,pollution (garbage),descriptive,#E6AB02
X182_Amini,2000,2000,2008.99,3.6768318436929186,4.33727395771018,4.986978032821068,3.655757954917813,4.307690523849401,4.957867431123832,-0.8304978446465436,-0.3062701358981623,0.2664384633520999,-6.915145377626361,-1.9782744699873156,1.7756654271053904,76.49871610191722,74.26876877463748,182,182,Amini,2000,71.18,4.356208701647909,71.18,77.96100000000001,none,subtidal,other,Tropical,8,11.11689722,72.71509167,none specified,Tropical Indo-Pacific,no,2,satellite,pollution (garbage),descriptive,#E6AB02
X182_Bangaram.and.Thinnakkara,2000,2000,2007.99,3.4996028581808565,4.108342032204078,4.70483998414264,3.466727835716102,4.0880324791004305,4.696736050238105,-0.8268320640779819,-0.30833868735337666,0.2690415991632849,-4.971401836354113,-1.3920410041472628,1.3744736047882589,60.845753595261606,59.62246777357839,182,182,Bangaram and Thinnakkara,2000,45.49,3.9128027013862376,69.35,73.899,none,subtidal,other,Tropical,7,10.939925,72.29169167,none specified,Tropical Indo-Pacific,no,2,satellite,pollution (garbage),descriptive,#E6AB02
X182_Kadamath,2000,2000,2008.99,5.5603312170128465,6.1882683815746,6.778801664526438,5.52925332315308,6.167495024547379,6.747516566464203,-0.8286645473228956,-0.30614716017163257,0.26847527571716767,-46.47682311065358,-12.374155530683623,12.232913944043409,487.0020738900249,476.98976066526194,182,182,Kadamath,2000,395.6,6.075713779552882,502.85,542.4100000000001,none,subtidal,other,Tropical,8,11.22962778,72.77349444,none specified,Tropical Indo-Pacific,no,2,satellite,pollution (garbage),descriptive,#E6AB02
X182_Kavarathi,2000,2000,2008.99,4.6374167369087145,5.229898967268777,5.8612271228258646,4.608803215203064,5.201110866512153,5.836514863481029,-0.8255091189629765,-0.3062396930739564,0.2652517521039915,-16.946169786180107,-5.041280779918303,4.420508997058775,186.77393228637777,181.47372302684585,182,182,Kavarathi,2000,187.06,5.309954392942067,187.06,202.341,none,subtidal,other,Tropical,8,10.56907778,72.63583056,none specified,Tropical Indo-Pacific,no,2,satellite,pollution (garbage),descriptive,#E6AB02
X183_Tam.Giang...Cau.Hai.Lagoon,1990,1999,1999.99,6.816368030255396,7.600108569259574,8.313923513466184,6.811233923573474,7.550638716114618,8.234388040630874,-13.344105201051592,-4.221886889373883,6.198252041718079,-451.4017496312054,-76.93137137043561,83.90852783256734,1998.4128495300113,1901.95715414625,183,183,Tam Giang - Cau Hai Lagoon,1999,2450.2,7.843927066449441,2450.2,2550.2,none,intertidal,C,Tropical,10,16.61724444,107.4966694,"zostera japonica, halophila ovalis",Tropical Indo-Pacific,no,1,satellite,"storms; turbidity; fishing (destructive); oil spills; aquaculture; coastal development (agriculture, land reclamation)",descriptive,#E6AB02
X183_Tam.Giang...Cau.Hai.Lagoon,2000,2000,2009.99,6.810418630309622,7.550490052804635,8.233488115951173,6.447690890759039,7.243384480339623,7.994968575711785,-9.81955211078263,-3.101665210393284,4.365350589209618,-1905.9421803806565,-476.94469896556245,699.5977568120063,1901.6744239165969,1398.8202479869285,183,183,Tam Giang - Cau Hai Lagoon,1999,2450.2,7.843927066449441,2450.2,2550.2,none,intertidal,C,Tropical,10,16.61724444,107.4966694,"zostera japonica, halophila ovalis",Tropical Indo-Pacific,no,1,satellite,"storms; turbidity; fishing (destructive); oil spills; aquaculture; coastal development (agriculture, land reclamation)",descriptive,#E6AB02
X184_Cam.Ranh.Bay...Thuy.Trieu.Lagoon,1990,1996,1999.99,6.2363435581202795,6.771726537972025,7.284793375640671,6.23804172552559,6.761904206162127,7.27682422173011,-0.8322804826552355,-0.3083302857907033,0.2654085755734069,-34.13570763833052,-10.181123040149998,9.695145547911176,872.8175464702935,864.2864093381288,Cam Ranh Bay,184,Cam Ranh Bay & Thuy Trieu Lagoon,1996,800,6.75110146893676,1178,1233,decrease,intertidal,other,Tropical,11,11.88979722,109.1820444,none specified,Tropical Indo-Pacific,yes,1,satellite,fishing; aquaculture; coastal development (run off),descriptive,#E6AB02
X184_Cam.Ranh.Bay...Thuy.Trieu.Lagoon,2000,2000,2007.99,6.238075138173353,6.761909836962037,7.276814540733398,6.218836535081577,6.742544373273674,7.260149599657179,-0.8284209859125813,-0.30823672661559054,0.26664226814137487,-65.75992512473881,-19.919081053426055,19.694520675888125,864.2912759756662,847.7148973219003,Cam Ranh Bay,184,Cam Ranh Bay & Thuy Trieu Lagoon,1996,800,6.75110146893676,1178,1233,decrease,intertidal,other,Tropical,11,11.88979722,109.1820444,none specified,Tropical Indo-Pacific,yes,1,satellite,fishing; aquaculture; coastal development (run off),descriptive,#E6AB02
X20_Kuroshima.Island,1970,1977,1979.99,-3.1021703538310113,-2.1957326944007196,-1.3383768630470034,-2.5135762326375914,-1.7024667546320524,-0.9230720256809285,12.423418752169624,17.569694621572808,23.246524014869454,0.03468496011172454,0.06934478492035981,0.13614662790181573,0.11127699959405228,0.18223344397036542,20,20,Kuroshima Island,1977,0.098,-2.22747762050724,9.8,9.809800000000001,none,unspecified,other,Tropical,28,24.239423,124.00912,none specified,Tropical Indo-Pacific,no,1,aerial photography,nutrients,"visual comparison, descriptive",#E6AB02
X20_Kuroshima.Island,1980,1980,1989.99,-2.5118119832171693,-1.7008292113019736,-0.9216227316057862,-0.5812729779890022,0.04729442335798481,0.7110409463772255,13.529839470453735,19.157624667675876,25.363902727116027,0.4537977664148972,0.8624247975315222,1.7111137882280112,0.1825321035983581,1.0484306461138932,20,20,Kuroshima Island,1977,0.098,-2.22747762050724,9.8,9.809800000000001,none,unspecified,other,Tropical,28,24.239423,124.00912,none specified,Tropical Indo-Pacific,no,1,aerial photography,nutrients,"visual comparison, descriptive",#E6AB02
X20_Kuroshima.Island,1990,1990,1999.99,-0.5799322973489192,0.0489104379002106,0.7128329801574915,0.9334505654174475,1.6698945809875756,2.4434909612178317,12.342020675973838,17.452082139558897,23.084824320834528,1.824465076691984,4.2343256523932356,9.813886402539827,1.0501262950121515,5.311607823214626,20,20,Kuroshima Island,1977,0.098,-2.22747762050724,9.8,9.809800000000001,none,unspecified,other,Tropical,28,24.239423,124.00912,none specified,Tropical Indo-Pacific,no,1,aerial photography,nutrients,"visual comparison, descriptive",#E6AB02
X20_Kuroshima.Island,2000,2000,2005.99,0.934721207205625,1.6714061293061366,2.4450790447795643,1.480577177769625,2.3578943058624313,3.2424687127046297,8.61787372288704,12.121517184501718,15.895050518673044,1.7917996977559623,5.220946486096528,14.356307399025809,5.319642646070334,10.56867361144027,20,20,Kuroshima Island,1977,0.098,-2.22747762050724,9.8,9.809800000000001,none,unspecified,other,Tropical,28,24.239423,124.00912,none specified,Tropical Indo-Pacific,no,1,aerial photography,nutrients,"visual comparison, descriptive",#E6AB02
X217_Alligator.Bank..Karumba,1990,1994,1999.99,7.014755655317729,7.239393369668756,7.45854638254126,6.989343949050993,7.2208894922359494,7.436189710740066,-0.8245950372805048,-0.3065410906877897,0.27041063899092055,-73.44247957306271,-25.027808582790612,22.812381079977186,1393.248527640803,1367.7050828592116,217,217,"Alligator Bank, Karumba",1994,1269.565217,7.218750433616949,1656.521739,1751.7391303,none,intertidal,O,Tropical,15,-17.49805556,140.6611111,halodule uninervis,Tropical Indo-Pacific,no,6,aerial photography,"climate (temperature, precipitation, hydrology, waves, light)","inferential, visual",#E6AB02
X217_Alligator.Bank..Karumba,2000,2000,2009.99,6.98928344809588,7.220865290764736,7.436168336394836,6.951026622300846,7.187672267633474,7.4223381467565375,-0.8263790917779362,-0.3081997942136039,0.2689143980270469,-115.25581125804561,-40.5740065673067,39.1248110344434,1367.6719827845568,1323.0199821058989,217,217,"Alligator Bank, Karumba",1994,1269.565217,7.218750433616949,1656.521739,1751.7391303,none,intertidal,O,Tropical,15,-17.49805556,140.6611111,halodule uninervis,Tropical Indo-Pacific,no,6,aerial photography,"climate (temperature, precipitation, hydrology, waves, light)","inferential, visual",#E6AB02
X221_Devipattinam,1990,1996,1999.99,7.630095584801134,8.055675655841252,8.512681999964705,7.617139378060931,8.045858452685579,8.493074311287756,-0.8344146170165656,-0.30733422165512003,0.2617249934414389,-117.25642848461138,-38.752258444875906,30.467032678402777,3151.63188322724,3120.8430501510934,221,221,Devipattinam,1996,2806.16,8.026037179564325,3180.24,3433.673,none,mixed,other,Tropical,8,9.454722222,78.98416667,none specified,Tropical Indo-Pacific,no,1,satellite,fishing; boating (anchoring); aquaculture; algal bloom (macroalgae),descriptive,#E6AB02
X221_Devipattinam,2000,2000,2004.99,7.617090651461968,8.045836530572421,8.493017252965934,7.602087338252039,8.031664143492076,8.472158173121148,-0.8340249400830235,-0.30732501032625925,0.2633105410446934,-142.1912281130331,-47.69488128713465,38.66961469085347,3120.774635426501,3076.857747947507,221,221,Devipattinam,1996,2806.16,8.026037179564325,3180.24,3433.673,none,mixed,other,Tropical,8,9.454722222,78.98416667,none specified,Tropical Indo-Pacific,no,1,satellite,fishing; boating (anchoring); aquaculture; algal bloom (macroalgae),descriptive,#E6AB02
X221_Munaikkadu,1990,1996,1999.99,4.4127263022071075,4.875242129893831,5.3054043654054786,4.402852311155797,4.859866925417814,5.292240249217869,-0.8336939005410451,-0.3058456414287647,0.2603197979305205,-4.873739959782206,-1.5124150102650091,1.2771310127630462,131.00586980824335,129.00703340797494,221,221,Munaikkadu,1996,116.46,4.849064934171921,123.98,135.14100000000002,none,mixed,other,Tropical,8,7.665277778,81.70694444,none specified,Tropical Indo-Pacific,no,1,satellite,NA,none,#E6AB02
X221_Munaikkadu,2000,2000,2004.99,4.402846756923596,4.859855533647222,5.292206748539207,4.389305163985978,4.848686763868217,5.280426982898725,-0.8334664595900195,-0.30478156664984213,0.26189500575046537,-5.874454881905596,-1.859209681452242,1.6299658776063466,129.0055637978164,127.5727466522377,221,221,Munaikkadu,1996,116.46,4.849064934171921,123.98,135.14100000000002,none,mixed,other,Tropical,8,7.665277778,81.70694444,none specified,Tropical Indo-Pacific,no,1,satellite,NA,none,#E6AB02
X230_Baraulu.Village,1940,1947,1949.99,-0.5696333872620156,-0.14722214962307056,0.26801951830318227,-0.5656951902240228,-0.15542355179191517,0.25523423293783426,-0.8317459634571742,-0.30578893876708757,0.2648105050385012,-0.025292123174277075,-0.007779231887307891,0.005910660523172359,0.8631022182850353,0.8560525181085027,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Baraulu.Village,1950,1950,1959.99,-0.5656470914806371,-0.1554440374238494,0.2551911089971422,-0.5761644642138647,-0.18390313748375725,0.21868803598594566,-0.8311985193691059,-0.3050287828914311,0.2651195706234676,-0.08025382191044247,-0.02554706923211425,0.020262499306366474,0.8560349815113252,0.832016391124864,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Baraulu.Village,1960,1960,1969.99,-0.5761409477756736,-0.18397203399759038,0.21862320477737426,-0.6006887374613485,-0.2182134648232334,0.1717746383546695,-0.8304929883398038,-0.3053820727310308,0.265582099741523,-0.07380548003369157,-0.02480204195295843,0.020937925695004436,0.8319590700706966,0.8039538074908781,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Baraulu.Village,1970,1970,1979.99,-0.6007269662497678,-0.21824391639534962,0.17176120473868134,-0.6295695676122901,-0.2522090590873295,0.152385446744864,-0.8303192226481607,-0.30663665433666165,0.2653437154830084,-0.06834994623116585,-0.02404881377823409,0.021562189184413234,0.8039293262062798,0.7770822649772037,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Baraulu.Village,1980,1980,1989.99,-0.6296006504570593,-0.25223248323470515,0.1523840910086963,-0.6585592487552974,-0.27888245941972106,0.1362912985154796,-0.831128893415917,-0.30623304804703877,0.26592793917481583,-0.06306728534735746,-0.023344081665098604,0.022157578185150458,0.7770640627008931,0.7566288325805777,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Baraulu.Village,1990,1990,1999.99,-0.6585932603824133,-0.2789406735251648,0.13625585758687053,-0.7064324589085379,-0.30830857498904435,0.10388898411745387,-0.8324473986126288,-0.3059266116830883,0.2671791071696172,-0.05809429338713504,-0.02260431408977187,0.022727351978571876,0.7565847873919741,0.7346885765080429,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Baraulu.Village,2000,2000,2003.99,-0.7064926808279592,-0.3083105652352301,0.10391213305977008,-0.7201381548937186,-0.31944073268938267,0.11049574268572257,-0.8329564429610048,-0.30611579684511336,0.2678256023791076,-0.021927187237575373,-0.008793819003328707,0.009238072021053381,0.7346871142983608,0.7265552620763566,230,230,Baraulu Village,1947,0.713684211,-0.25089346369893034,0.84,0.9044210525999999,none,mixed,P,Tropical,56,-8.2925,157.3933333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive,#E6AB02
X230_Nusa.Hope.Village,1940,1947,1949.99,-0.18303572964356024,0.5258032614045098,1.2137783303946112,-0.11873304154833116,0.5649243489441047,1.22476804235064,0.10278267205116155,1.3220205351940573,2.7134040191380016,0.008126525827057609,0.06353957503934082,0.1128006938976872,1.6918172742403979,1.759314683673865,230,230,Nusa Hope Village,1947,1.31097561,0.3660817802938358,6.859756098,6.990853659,none,mixed,P,Tropical,44,-8.280555556,157.4658333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive; local ecological knowledge,#E6AB02
X230_Nusa.Hope.Village,1950,1950,1959.99,-0.1185177296309031,0.5650467241832635,1.224802043485903,0.1763550677362706,0.7544687736088491,1.3212649533465601,0.24447743513446923,1.8391828245566733,3.6608851305696106,0.07046223447694053,0.33383628326384684,0.6125240094229598,1.7595299934030562,2.126481580118382,230,230,Nusa Hope Village,1947,1.31097561,0.3660817802938358,6.859756098,6.990853659,none,mixed,P,Tropical,44,-8.280555556,157.4658333,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,1,"aerial photography, satellite",nutrients; turbidity; logging; sea level rise,descriptive; local ecological knowledge,#E6AB02
