studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
207,NA,Costello & Kenworthy,East/West Branch Westport River,1995,May - August,273.99,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,273.99,207.7,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.53972222,-71.0575,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,NA,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"aerial photography, satellite",FALSE,207_East/West Branch Westport River,East/West Branch Westport River,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-66.29000000000002,Temperate,O,East/West Branch Westport River207,188.47,273.99,18.847,292.837,5.67961614022385,292.837,1990,1,3,Temperate North Atlantic West,#D95F02,292.837,2007,TRUE,-66.29000000000002,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Menemsha,1995,May - August,173.2,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,173.2,129.27,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.33833333,-70.7725,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Menemsha,Menemsha Pond,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-43.92999999999998,Temperate,O,Menemsha Pond207,129.27,173.2,12.927000000000001,186.12699999999998,5.226429236413197,186.12699999999998,1990,1,3,Temperate North Atlantic West,#D95F02,186.12699999999998,2007,TRUE,-43.92999999999998,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Sengekontacket Pond/Trapps Pond/Majors Cove,1995,May - August,2.83,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,2,2.83,2.23,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.41888889,-70.55472222,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Sengekontacket Pond/Trapps Pond/Majors Cove,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-0.6000000000000001,Temperate,O,207207,2.23,2.83,0.223,3.053,1.1161247137527408,3.053,1990,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,-0.6000000000000001,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,"Cape Pogue, Pocha and Caleb Ponds",1995,May - August,221.29,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,221.29,213.95,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.40472222,-70.46805556,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,"207_Cape Pogue, Pocha and Caleb Ponds","Cape Pogue, Pocha and Caleb Ponds",yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-7.340000000000003,Temperate,O,"Cape Pogue, Pocha and Caleb Ponds207",179.18,221.29,17.918000000000003,239.208,5.477333466333265,239.208,1990,1,3,Temperate North Atlantic West,#D95F02,239.208,2007,TRUE,-7.340000000000003,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Madaket Harbor,1995,May - August,272.48,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,272.48,244.89,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.28472222,-70.21222222,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Madaket Harbor,Madaket Harbor,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-27.590000000000032,Temperate,O,Madaket Harbor207,244.73,272.48,24.473,296.95300000000003,5.6935738771217315,296.95300000000003,1990,1,3,Temperate North Atlantic West,#D95F02,296.95300000000003,2007,TRUE,-27.590000000000032,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
208,NA,Pierre et al.,Cerbere-Banyuls,2006,August,0.008624,ha,19.6m; subtidal,"Acoustic telemetry, field surveys",NA,subtidal,2006,2010,4,3,0.008624,0.009094,2011,Marine Pollution Bulletin,Fast and easy method for seagrass monitoring: Application of acoustic telemetry to precision mapping of Posidonia oceanica beds,42.46888889,3.174722222,posidonia oceanica,posidonia oceanica,P,P,P,P,P,Values were obtained int text under temporal surveys. Largely metholodgy paper.,none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,acoustics/sonar,FALSE,208_Cerbere-Banyuls,208,no,France,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,4.6999999999999993e-4,Temperate,P,208208,0.008624,0.009568,8.624e-4,0.009486399999999999,-4.657896085011171,0.0104304,2000,2,3,Mediterranean,#66A61E,NA,NA,NA,4.6999999999999993e-4,gain,Mediterranean,Mediterranean
216,NA,Carter et al.,Cat Island,2003,October,21.8,ha,"intertidal, subtidal",aerial photography - vertical,NA,mixed,2003,2007,4,3,21.8,71.3,2011,Geocarto International,"Historical changes in seagrass coverage on the Mississippi barrier islands, northen Gulf of Mexico, determined from vertical aerial imagery (1940-2007)",30.23611111,-89.10111111,halodule wrightii,halodule wrightii,CO,O,CO,CO,O,Data from table 2/figure4. Mostly methodology paper.,decrease,descriptive,no effect,NA,hurricanes,NA,"trawling, boats, oversifhing, algal overgrowth, dredging - turbidity, light limitation",no,descriptive,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,storms,aerial photography,FALSE,216_Cat Island,216,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,49.5,Temperate,O,216216,21.8,71.3,2.18,23.98,3.177220149599368,73.48,2000,3,3,Tropical Atlantic,#E7298A,NA,NA,NA,49.5,gain,Tropical Atlantic,Tropical Atlantic
216,NA,Carter et al.,West Ship Island,1963,October,11.1,ha,"intertidal, subtidal",aerial photography - vertical,NA,mixed,1963,2007,44,5,11.1,1.9,2011,Geocarto International,"Historical changes in seagrass coverage on the Mississippi barrier islands, northen Gulf of Mexico, determined from vertical aerial imagery (1940-2007)",30.20638889,-88.97027778,halodule wrightii,halodule wrightii,CO,O,CO,CO,O,Data from table 2/figure4. Mostly methodology paper.,decrease,descriptive,no effect,NA,hurricanes,NA,"trawling, boats, oversifhing, algal overgrowth, dredging - turbidity, light limitation",no,descriptive,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,storms,aerial photography,FALSE,216_West Ship Island,216,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-9.2,Temperate,O,216216,0.9,11.1,0.09000000000000001,11.19,2.4150205223238337,11.19,1960,1,5,Tropical Atlantic,#E7298A,NA,NA,NA,-9.2,loss,Tropical Atlantic,Tropical Atlantic
216,NA,Carter et al.,East Ship Island,1963,October,19.4,ha,"intertidal, subtidal",aerial photography - vertical,NA,mixed,1963,2007,44,5,19.4,13.7,2011,Geocarto International,"Historical changes in seagrass coverage on the Mississippi barrier islands, northen Gulf of Mexico, determined from vertical aerial imagery (1940-2007)",30.21638889,-88.93972222,halodule wrightii,halodule wrightii,CO,O,CO,CO,O,Data from table 2/figure4. Mostly methodology paper.,decrease,descriptive,no effect,NA,hurricanes,NA,"trawling, boats, oversifhing, algal overgrowth, dredging - turbidity, light limitation",no,descriptive,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,storms,aerial photography,FALSE,216_East Ship Island,216,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-5.699999999999999,Temperate,O,216216,1.7,19.4,0.17,19.57,2.9739977814079848,19.57,1960,1,5,Tropical Atlantic,#E7298A,NA,NA,NA,-5.699999999999999,loss,Tropical Atlantic,Tropical Atlantic
217,NA,Rasheed & Unsworth,"Alligator Bank, Karumba",1994,October,1269.565217,ha,intertidal,"aerial photography, GIS",NA,intertidal,1994,2009,15,16,1269.565217,1578.26087,2011,Marine Ecology Progress Series,Long-term climate-associated dynamics of a tropical seagrass meadow: implications for the future,-17.49805556,140.6611111,halodule uninervis,"halodule uninervis, halophila ovalis",CO,O,CO,CO,O,Data from figure 2. Also generated a model of future climate scenarios in QLD.,none,"inferential, visual","no effect, mixed",NA,"Long term climate variability - temp, rainfall,  river flow, exposure, light","multiple regression/partial least squares regression (stepwise): tidal exposure, temperature, river flow, rainfall",30 drivers in total,no,NA,NA,none,FALSE,TRUE,TRUE,FALSE,FALSE,"climate (temperature, precipitation, hydrology, waves, light)",aerial photography,FALSE,"217_Alligator Bank, Karumba",217,no,Australia,Arnhem Coast to Gulf of Carpenteria,32,Sahul Shelf,Central Indo-Pacific,140,Tropical,308.695653,Tropical,O,217217,952.173913,1656.521739,95.2173913,1364.7826083,7.218750433616949,1751.7391303,1990,6,16,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,308.695653,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
218,218a,Vaudrey et al.,Mumford Cove,1987,NA,0.012826603,ha,1m,"aerial photography, visual field survey, geo referenced benthic grabs",NA,unspecified,1987,2004,17,8,0.012826603,26.13613845,2010,Aquatic Botany,Eelgrass recovery after nutrient enrichment reversal,41.32453333,-72.01861667,zostera marina,"zostera marina, ruppia maritima",CO,O,CO,CO,O,"Data from figure 4, and some from 218a",increase,"inferential, visual",negative,NA,waste water treatment --> nutrient reduction,regression following waste water treatment; primarily visual,seed source,no,descriptive,NA,increase,FALSE,TRUE,TRUE,FALSE,FALSE,management; water quality (nutrients),aerial photography,FALSE,218_Mumford Cove,218,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,26.123311847,Temperate,O,218218,0.012826603,26.13613845,0.0012826603000000002,0.014109263300000001,-4.260923725678198,26.1374211103,1980,3,8,Temperate North Atlantic West,#D95F02,NA,NA,NA,26.123311847,gain,Temperate North Atlantic West,"Temperate North
Atlantic West"
221,NA,Sridhar et al.,Munaikkadu,1996,NA,116.46,ha,"intertidal, subtidal","Satellite data and digital image analyis, GIS",NA,mixed,1996,2004,8,4,116.46,123.98,2010,Journal of Indian Society of Remote Sensing,"Assessment of coastal bio-resources of the Palk Bay, India, using IRS-LISS-III data",7.665277778,81.70694444,none specified,"halophila spp., halodule spp., enhalus, cymodocea, thalassia",NA,NA,NA,unspecified,NA,cover values from table 1.,none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,satellite,FALSE,221_Munaikkadu,221,no,Sri Lanka,South India and Sri Lanka,21,West and South Indian Shelf,Western Indo-Pacific,104,Tropical,7.52000000000001,Tropical,other,221221,111.61,123.98,11.161000000000001,127.621,4.849064934171921,135.14100000000002,1990,1,4,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,7.52000000000001,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
221,NA,Sridhar et al.,Devipattinam,1996,NA,2806.16,ha,"intertidal, subtidal","Satellite data and digital image analyis, GIS",NA,mixed,1996,2004,8,4,2806.16,2534.33,2010,Journal of Indian Society of Remote Sensing,"Assessment of coastal bio-resources of the Palk Bay, India, using IRS-LISS-III data",9.454722222,78.98416667,none specified,"halophila spp., halodule spp., enhalus, cymodocea, thalassia",NA,NA,NA,unspecified,NA,cover values from table 2.,none,descriptive,negative,NA,"fishing activites, anchoring boats, discharge aquaculture wastes - algal growth",NA,"Climate change - sea level rise, sea surface temperature,UV radiation, tidal behaviour, storms and cyclones, depth and light availability, turbidity",NA,descriptive - in text discussion,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing; boating (anchoring); aquaculture; algal bloom (macroalgae),satellite,FALSE,221_Devipattinam,221,no,India,South India and Sri Lanka,21,West and South Indian Shelf,Western Indo-Pacific,104,Tropical,-271.8299999999999,Tropical,other,221221,2534.33,3180.24,253.433,3059.593,8.026037179564325,3433.673,1990,1,4,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,-271.8299999999999,loss,Tropical Indo-Pacific,Tropical Indo-Pacific
224,NA,Carlson et al,St Marks West,1984,Fall,5151,ha,intertidal,Aerial photography,NA,intertidal,1984,2006,22,3,5151,6110,2010,Seagrass Ecosystems,Vulnerability and resilience of seagrasses to hurricane and runoff impacts along Florida's west coast,30.08111111,-84.18805556,none specified,"thalassia testudinum, syringodium filiforme, halodule wrightii, halophila decipiens, halophila engelmannii",NA,NA,NA,unspecified,NA,cover values from table 3. Change analysis also occurred in the study - see table 4.,none,visual,negative,NA,"El nino, hurricanes, freshwater discharge","visual - change analysis table, compare plots; before-after comparisons",no,no,NA,NA,none,FALSE,FALSE,TRUE,FALSE,FALSE,storms; climate (El Nino); hydrology,aerial photography,FALSE,224_St Marks West,224,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,959,Temperate,other,224224,5151,6454,515.1,5666.1,8.64225632936991,6969.1,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,959,gain,Tropical Atlantic,Tropical Atlantic
224,NA,Carlson et al,St Marks East,1984,Fall,4934,ha,intertidal,Aerial photography,NA,intertidal,1984,2006,22,3,4934,6642,2010,Seagrass Ecosystems,Vulnerability and resilience of seagrasses to hurricane and runoff impacts along Florida's west coast,30.06472222,-84.16277778,none specified,"thalassia testudinum, syringodium filiforme, halodule wrightii, halophila decipiens, halophila engelmannii",NA,NA,NA,unspecified,NA,cover values from table 3. Change analysis also occurred in the study - see table 4.,none,visual,negative,NA,"El nino, hurricanes, freshwater discharge","visual - change analysis table, compare plots; before-after comparisons",no,no,NA,NA,none,FALSE,FALSE,TRUE,FALSE,FALSE,storms; climate (El Nino); hydrology,aerial photography,FALSE,224_St Marks East,224,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,1708,Temperate,other,224224,4934,6642,493.40000000000003,5427.4,8.599215476893626,7135.4,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,1708,gain,Tropical Atlantic,Tropical Atlantic
224,NA,Carlson et al,Aucilla,1984,Fall,9575,ha,intertidal,Aerial photography,NA,intertidal,1984,2006,22,3,9575,10324,2010,Seagrass Ecosystems,Vulnerability and resilience of seagrasses to hurricane and runoff impacts along Florida's west coast,30.07472222,-83.9925,none specified,"thalassia testudinum, syringodium filiforme, halodule wrightii, halophila decipiens, halophila engelmannii",NA,NA,NA,unspecified,NA,cover values from table 3. Change analysis also occurred in the study - see table 4.,none,visual,negative,NA,"El nino, hurricanes, freshwater discharge","visual - change analysis table, compare plots; before-after comparisons",no,no,NA,NA,none,FALSE,FALSE,TRUE,FALSE,FALSE,storms; climate (El Nino); hydrology,aerial photography,FALSE,224_Aucilla,224,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,749,Temperate,other,224224,9575,10324,957.5,10532.5,9.262220993853171,11281.5,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,749,gain,Tropical Atlantic,Tropical Atlantic
224,NA,Carlson et al,Econfina,1984,Fall,10674,ha,intertidal,Aerial photography,NA,intertidal,1984,2006,22,3,10674,11603,2010,Seagrass Ecosystems,Vulnerability and resilience of seagrasses to hurricane and runoff impacts along Florida's west coast,30.03222222,-83.93083333,none specified,"thalassia testudinum, syringodium filiforme, halodule wrightii, halophila decipiens, halophila engelmannii",NA,NA,NA,unspecified,NA,cover values from table 3. Change analysis also occurred in the study - see table 4.,none,visual,negative,NA,"El nino, hurricanes, freshwater discharge","visual - change analysis table, compare plots; before-after comparisons",no,no,NA,NA,none,FALSE,FALSE,TRUE,FALSE,FALSE,storms; climate (El Nino); hydrology,aerial photography,FALSE,224_Econfina,224,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,929,Temperate,other,224224,10674,11603,1067.4,11741.4,9.370876336698215,12670.4,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,929,gain,Tropical Atlantic,Tropical Atlantic
